payloadLength,caseId,waveformSnrIndex,waveformSnrDb,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,observedBer,observedFer,errorFloorCensoringStatus,berOneSided95Upper,ferOneSided95Upper,interpretation
300,K300_M511K385,26,13,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,27,13.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,28,14,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,29,14.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,30,15,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,31,15.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,32,16,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,33,16.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,34,17,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,35,17.5,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
300,K300_M511K385,36,18,50000,15000000,0,0,0,0,ZERO_OBSERVED_CENSORED,1.9999999999999999e-07,6.0000000000000002e-05,"zero errors observed; treat as censored upper-bound evidence, not measured zero"
