payloadLength,waveformSnrIndex,waveformSnrDb,berRanking,ferRanking,decoderFailureRateRanking,miscorrectionRateRanking,decodeTimeMeanNsRanking,equalizeTimeMeanNsRanking,berErrorFloorAwareRanking,ferErrorFloorAwareRanking,zeroObservedCensoredCases,errorFloorRankingNote
300,6,3,1:K300_M255K207;2:K300_M511K385;3:K300_M511K421;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K385;3:K300_S15;4:K300_M511K421,1:K300_M255K207:OBSERVED_ERRORS:upper=0.11697;2:K300_M511K385:OBSERVED_ERRORS:upper=0.11701;3:K300_M511K421:OBSERVED_ERRORS:upper=0.11751;4:K300_S15:OBSERVED_ERRORS:upper=0.12428333333333333,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,7,3.5,1:K300_M511K421;2:K300_M255K207;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M511K385;2:K300_S15;3:K300_M511K421;4:K300_M255K207,1:K300_M511K421:OBSERVED_ERRORS:upper=0.10534;2:K300_M255K207:OBSERVED_ERRORS:upper=0.10609;3:K300_M511K385:OBSERVED_ERRORS:upper=0.10703333333333333;4:K300_S15:OBSERVED_ERRORS:upper=0.11142333333333333,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,8,4,1:K300_M255K207;2:K300_M511K385;3:K300_M511K421;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_S15;3:K300_M511K385;4:K300_M511K421,1:K300_M255K207:OBSERVED_ERRORS:upper=0.095296666666666668;2:K300_M511K385:OBSERVED_ERRORS:upper=0.095706666666666662;3:K300_M511K421:OBSERVED_ERRORS:upper=0.09676333333333334;4:K300_S15:OBSERVED_ERRORS:upper=0.09736333333333333,1:K300_M255K207:OBSERVED_ERRORS:upper=1;2:K300_M511K385:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,9,4.5,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M511K385;2:K300_S15;3:K300_M255K207;4:K300_M511K421,1:K300_S15;2:K300_M511K385;3:K300_M255K207;4:K300_M511K421,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M511K385;2:K300_S15;3:K300_M511K421;4:K300_M255K207,1:K300_S15:OBSERVED_ERRORS:upper=0.08400666666666666;2:K300_M511K385:OBSERVED_ERRORS:upper=0.085283333333333336;3:K300_M511K421:OBSERVED_ERRORS:upper=0.085290000000000005;4:K300_M255K207:OBSERVED_ERRORS:upper=0.08530666666666667,1:K300_M511K385:OBSERVED_ERRORS:upper=0.999;2:K300_M255K207:OBSERVED_ERRORS:upper=1;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,10,5,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K385;3:K300_S15;4:K300_M511K421,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K385;3:K300_S15;4:K300_M511K421,1:K300_S15:OBSERVED_ERRORS:upper=0.071319999999999995;2:K300_M255K207:OBSERVED_ERRORS:upper=0.07538333333333333;3:K300_M511K421:OBSERVED_ERRORS:upper=0.075829999999999995;4:K300_M511K385:OBSERVED_ERRORS:upper=0.076213333333333327,1:K300_M255K207:OBSERVED_ERRORS:upper=0.999;2:K300_M511K385:OBSERVED_ERRORS:upper=0.999;3:K300_M511K421:OBSERVED_ERRORS:upper=1;4:K300_S15:OBSERVED_ERRORS:upper=1,NONE,all cases have observed errors
300,11,5.5,1:K300_S15;2:K300_M511K421;3:K300_M511K385;4:K300_M255K207,1:K300_M511K385;2:K300_M255K207;3:K300_S15;4:K300_M511K421,1:K300_S15;2:K300_M511K385;3:K300_M255K207;4:K300_M511K421,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K385;3:K300_S15;4:K300_M511K421,1:K300_S15:OBSERVED_ERRORS:upper=0.057430000000000002;2:K300_M511K421:OBSERVED_ERRORS:upper=0.065633333333333335;3:K300_M511K385:OBSERVED_ERRORS:upper=0.066026666666666664;4:K300_M255K207:OBSERVED_ERRORS:upper=0.066076666666666672,1:K300_M511K385:OBSERVED_ERRORS:upper=0.996;2:K300_M255K207:OBSERVED_ERRORS:upper=0.998;3:K300_M511K421:OBSERVED_ERRORS:upper=0.999;4:K300_S15:OBSERVED_ERRORS:upper=0.999,NONE,all cases have observed errors
300,12,6,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_S15;3:K300_M255K207;4:K300_M511K385,1:K300_S15:OBSERVED_ERRORS:upper=0.047570000000000001;2:K300_M255K207:OBSERVED_ERRORS:upper=0.055536666666666665;3:K300_M511K385:OBSERVED_ERRORS:upper=0.057123333333333332;4:K300_M511K421:OBSERVED_ERRORS:upper=0.058143333333333332,1:K300_M511K385:OBSERVED_ERRORS:upper=0.98499999999999999;2:K300_M511K421:OBSERVED_ERRORS:upper=0.99299999999999999;3:K300_M255K207:OBSERVED_ERRORS:upper=0.99399999999999999;4:K300_S15:OBSERVED_ERRORS:upper=0.995,NONE,all cases have observed errors
300,13,6.5,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M511K385;2:K300_M255K207;3:K300_M511K421;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M255K207;4:K300_M511K421,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_S15;3:K300_M511K385;4:K300_M255K207,1:K300_S15:OBSERVED_ERRORS:upper=0.039063333333333332;2:K300_M255K207:OBSERVED_ERRORS:upper=0.045693333333333336;3:K300_M511K385:OBSERVED_ERRORS:upper=0.046683333333333334;4:K300_M511K421:OBSERVED_ERRORS:upper=0.049096666666666663,1:K300_M511K385:OBSERVED_ERRORS:upper=0.90700000000000003;2:K300_M255K207:OBSERVED_ERRORS:upper=0.96999999999999997;3:K300_M511K421:OBSERVED_ERRORS:upper=0.97499999999999998;4:K300_S15:OBSERVED_ERRORS:upper=0.996,NONE,all cases have observed errors
300,14,7,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_S15:OBSERVED_ERRORS:upper=0.031593333333333334;2:K300_M255K207:OBSERVED_ERRORS:upper=0.035713333333333333;3:K300_M511K385:OBSERVED_ERRORS:upper=0.037076666666666667;4:K300_M511K421:OBSERVED_ERRORS:upper=0.040620000000000003,1:K300_M511K385:OBSERVED_ERRORS:upper=0.78000000000000003;2:K300_M511K421:OBSERVED_ERRORS:upper=0.90900000000000003;3:K300_M255K207:OBSERVED_ERRORS:upper=0.91100000000000003;4:K300_S15:OBSERVED_ERRORS:upper=0.98799999999999999,NONE,all cases have observed errors
300,15,7.5,1:K300_M511K385;2:K300_M255K207;3:K300_S15;4:K300_M511K421,1:K300_M511K385;2:K300_M255K207;3:K300_M511K421;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M255K207;4:K300_M511K421,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=0.023026666666666668;2:K300_M255K207:OBSERVED_ERRORS:upper=0.025329999999999998;3:K300_S15:OBSERVED_ERRORS:upper=0.025700000000000001;4:K300_M511K421:OBSERVED_ERRORS:upper=0.031179999999999999,1:K300_M511K385:OBSERVED_ERRORS:upper=0.53300000000000003;2:K300_M255K207:OBSERVED_ERRORS:upper=0.79400000000000004;3:K300_M511K421:OBSERVED_ERRORS:upper=0.79500000000000004;4:K300_S15:OBSERVED_ERRORS:upper=0.95599999999999996,NONE,all cases have observed errors
300,16,8,1:K300_M511K385;2:K300_M255K207;3:K300_S15;4:K300_M511K421,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=0.012966666666666666;2:K300_M255K207:OBSERVED_ERRORS:upper=0.017256666666666667;3:K300_S15:OBSERVED_ERRORS:upper=0.019923333333333335;4:K300_M511K421:OBSERVED_ERRORS:upper=0.021513333333333332,1:K300_M511K385:OBSERVED_ERRORS:upper=0.32300000000000001;2:K300_M511K421:OBSERVED_ERRORS:upper=0.58699999999999997;3:K300_M255K207:OBSERVED_ERRORS:upper=0.63700000000000001;4:K300_S15:OBSERVED_ERRORS:upper=0.91200000000000003,NONE,all cases have observed errors
300,17,8.5,1:K300_M511K385;2:K300_M255K207;3:K300_M511K421;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_M255K207;3:K300_M511K385;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=0.0059845077461269363;2:K300_M255K207:OBSERVED_ERRORS:upper=0.01034;3:K300_M511K421:OBSERVED_ERRORS:upper=0.012279999999999999;4:K300_S15:OBSERVED_ERRORS:upper=0.014506666666666666,1:K300_M511K385:OBSERVED_ERRORS:upper=0.14992503748125938;2:K300_M511K421:OBSERVED_ERRORS:upper=0.35799999999999998;3:K300_M255K207:OBSERVED_ERRORS:upper=0.432;4:K300_S15:OBSERVED_ERRORS:upper=0.84399999999999997,NONE,all cases have observed errors
300,18,9,1:K300_M511K385;2:K300_M255K207;3:K300_M511K421;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=0.0018840236686390533;2:K300_M255K207:OBSERVED_ERRORS:upper=0.0056233333333333335;3:K300_M511K421:OBSERVED_ERRORS:upper=0.0065076209410205432;4:K300_S15:OBSERVED_ERRORS:upper=0.011596666666666667,1:K300_M511K385:OBSERVED_ERRORS:upper=0.047337278106508875;2:K300_M511K421:OBSERVED_ERRORS:upper=0.19880715705765409;3:K300_M255K207:OBSERVED_ERRORS:upper=0.25600000000000001;4:K300_S15:OBSERVED_ERRORS:upper=0.77900000000000003,NONE,all cases have observed errors
300,19,9.5,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_M255K207;3:K300_M511K385;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=0.00062730422730422728;2:K300_M511K421:OBSERVED_ERRORS:upper=0.0026846846846846845;3:K300_M255K207:OBSERVED_ERRORS:upper=0.0027096914385049977;4:K300_S15:OBSERVED_ERRORS:upper=0.0083866666666666673,1:K300_M511K385:OBSERVED_ERRORS:upper=0.016632016632016633;2:K300_M511K421:OBSERVED_ERRORS:upper=0.083160083160083165;3:K300_M255K207:OBSERVED_ERRORS:upper=0.1303780964797914;4:K300_S15:OBSERVED_ERRORS:upper=0.65200000000000002,NONE,all cases have observed errors
300,20,10,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M511K385;2:K300_M511K421;3:K300_S15;4:K300_M255K207,1:K300_M511K385:OBSERVED_ERRORS:upper=0.00013973333333333333;2:K300_M511K421:OBSERVED_ERRORS:upper=0.0010836690605476732;3:K300_M255K207:OBSERVED_ERRORS:upper=0.0012722886511432768;4:K300_S15:OBSERVED_ERRORS:upper=0.0065166666666666663,1:K300_M511K385:OBSERVED_ERRORS:upper=0.0037200000000000002;2:K300_M511K421:OBSERVED_ERRORS:upper=0.035032404974601507;3:K300_M255K207:OBSERVED_ERRORS:upper=0.062932662051604776;4:K300_S15:OBSERVED_ERRORS:upper=0.54600000000000004,NONE,all cases have observed errors
300,21,10.5,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_M255K207;2:K300_S15;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=3.6999999999999998e-05;2:K300_M511K421:OBSERVED_ERRORS:upper=0.00030509607351712612;3:K300_M255K207:OBSERVED_ERRORS:upper=0.00059055314479525159;4:K300_S15:OBSERVED_ERRORS:upper=0.0046933333333333332,1:K300_M511K385:OBSERVED_ERRORS:upper=0.00096000000000000002;2:K300_M511K421:OBSERVED_ERRORS:upper=0.010025062656641603;3:K300_M255K207:OBSERVED_ERRORS:upper=0.02992667963489451;4:K300_S15:OBSERVED_ERRORS:upper=0.44900000000000001,NONE,all cases have observed errors
300,22,11,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=7.9333333333333342e-06;2:K300_M511K421:OBSERVED_ERRORS:upper=9.8266666666666665e-05;3:K300_M255K207:OBSERVED_ERRORS:upper=0.00027922093326690863;4:K300_S15:OBSERVED_ERRORS:upper=0.0031566666666666666,1:K300_M511K385:OBSERVED_ERRORS:upper=0.00020000000000000001;2:K300_M511K421:OBSERVED_ERRORS:upper=0.0031800000000000001;3:K300_M255K207:OBSERVED_ERRORS:upper=0.014233862358550993;4:K300_S15:OBSERVED_ERRORS:upper=0.316,NONE,all cases have observed errors
300,23,11.5,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_M511K385:OBSERVED_ERRORS:upper=2.2666666666666668e-06;2:K300_M511K421:OBSERVED_ERRORS:upper=3.1466666666666668e-05;3:K300_M255K207:OBSERVED_ERRORS:upper=0.00011149390988253805;4:K300_S15:OBSERVED_ERRORS:upper=0.0023033333333333334,1:K300_M511K385:OBSERVED_ERRORS:upper=6.0000000000000002e-05;2:K300_M511K421:OBSERVED_ERRORS:upper=0.0010399999999999999;3:K300_M255K207:OBSERVED_ERRORS:upper=0.0054254943981770342;4:K300_S15:OBSERVED_ERRORS:upper=0.252,NONE,all cases have observed errors
300,24,12,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_M255K207;2:K300_S15;3:K300_M511K385;4:K300_M511K421,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;2:K300_M511K421:OBSERVED_ERRORS:upper=6.8000000000000001e-06;3:K300_M255K207:OBSERVED_ERRORS:upper=5.5466666666666669e-05;4:K300_S15:OBSERVED_ERRORS:upper=0.0015450771055753262,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K300_M511K421:OBSERVED_ERRORS:upper=0.00025999999999999998;3:K300_M255K207:OBSERVED_ERRORS:upper=0.0028999999999999998;4:K300_S15:OBSERVED_ERRORS:upper=0.17793594306049823,K300_M511K385,zero-error cases are censored and not strictly ordered by observed zero
300,25,12.5,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K385;4:K300_M511K421,1:K300_S15;2:K300_M511K385;3:K300_M255K207;4:K300_M511K421,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;2:K300_M511K421:OBSERVED_ERRORS:upper=2.9333333333333333e-06;3:K300_M255K207:OBSERVED_ERRORS:upper=2.4199999999999999e-05;4:K300_S15:OBSERVED_ERRORS:upper=0.001208740120874012,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K300_M511K421:OBSERVED_ERRORS:upper=8.0000000000000007e-05;3:K300_M255K207:OBSERVED_ERRORS:upper=0.00116;4:K300_S15:OBSERVED_ERRORS:upper=0.1394700139470014,K300_M511K385,zero-error cases are censored and not strictly ordered by observed zero
300,26,13,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_M511K385;2:K300_M511K421;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K385;3:K300_M511K421;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K385;2:K300_M255K207;3:K300_M511K421;4:K300_S15,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;2:K300_M511K421:OBSERVED_ERRORS:upper=1.5333333333333334e-06;3:K300_M255K207:OBSERVED_ERRORS:upper=1.1466666666666666e-05;4:K300_S15:OBSERVED_ERRORS:upper=0.00089131187262028386,1:K300_M511K421:OBSERVED_ERRORS:upper=4.0000000000000003e-05;2:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K300_M255K207:OBSERVED_ERRORS:upper=0.00055999999999999995;4:K300_S15:OBSERVED_ERRORS:upper=0.10384215991692627,K300_M511K385,zero-error cases are censored and not strictly ordered by observed zero
300,27,13.5,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K421;3:K300_M511K385;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;2:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;3:K300_M255K207:OBSERVED_ERRORS:upper=5.0000000000000004e-06;4:K300_S15:OBSERVED_ERRORS:upper=0.00054359643400739288,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K300_M255K207:OBSERVED_ERRORS:upper=0.00022000000000000001;4:K300_S15:OBSERVED_ERRORS:upper=0.065231572080887146,K300_M511K385;K300_M511K421,zero-error cases are censored and not strictly ordered by observed zero
300,28,14,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K421;3:K300_M511K385;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_M255K207;3:K300_M511K385;4:K300_S15,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;2:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;3:K300_M255K207:OBSERVED_ERRORS:upper=2.1333333333333334e-06;4:K300_S15:OBSERVED_ERRORS:upper=0.00032620392789884316,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K300_M255K207:OBSERVED_ERRORS:upper=0.00012;4:K300_S15:OBSERVED_ERRORS:upper=0.040355125100887811,K300_M511K385;K300_M511K421,zero-error cases are censored and not strictly ordered by observed zero
300,29,14.5,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K421;3:K300_M511K385;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K421;2:K300_S15;3:K300_M511K385;4:K300_M255K207,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;2:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;3:K300_M255K207:OBSERVED_ERRORS:upper=2.0666666666666666e-06;4:K300_S15:OBSERVED_ERRORS:upper=0.00021868250539956803,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;2:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K300_M255K207:OBSERVED_ERRORS:upper=0.0001;4:K300_S15:OBSERVED_ERRORS:upper=0.026997840172786176,K300_M511K385;K300_M511K421,zero-error cases are censored and not strictly ordered by observed zero
300,30,15,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_M511K421;2:K300_M511K385;3:K300_M255K207;4:K300_S15,1:K300_S15;2:K300_M511K421;3:K300_M511K385;4:K300_M255K207,1:K300_M255K207;2:K300_M511K421;3:K300_M511K385;4:K300_S15,1:K300_S15;2:K300_M255K207;3:K300_M511K421;4:K300_M511K385,1:K300_M511K385;2:K300_M255K207;3:K300_M511K421;4:K300_S15,1:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;2:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=1.9999999999999999e-07;3:K300_M255K207:OBSERVED_ERRORS:upper=3.9999999999999998e-07;4:K300_S15:OBSERVED_ERRORS:upper=0.00012849462365591399,1:K300_M255K207:OBSERVED_ERRORS:upper=2.0000000000000002e-05;2:K300_M511K385:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;3:K300_M511K421:ZERO_OBSERVED_CENSORED:upper=6.0000000000000002e-05;4:K300_S15:OBSERVED_ERRORS:upper=0.016129032258064516,K300_M511K385;K300_M511K421,zero-error cases are censored and not strictly ordered by observed zero
