taskIndex,taskKey,shardId,group,channel,esN0Db,schemePointCount,minFrames,targetFrameErrors,maxFrames,checkpointIntervalFrames,configHash
109,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_3.0,1,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
110,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_3.5,2,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
111,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_4.0,3,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
112,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_4.5,0,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
113,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_5.0,1,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
114,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_5.5,2,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
115,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_6.0,3,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
116,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_6.5,0,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
117,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_7.0,1,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
118,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_7.5,2,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
119,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_8.0,3,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
120,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_8.5,0,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
121,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_9.0,1,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
122,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_9.5,2,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
123,RATE_NEAR_2_3_LINEAR_TIME_VARYING_FREQUENCY_10.0,3,RATE_NEAR_2_3,LINEAR_TIME_VARYING_FREQUENCY,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
124,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-5.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
125,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-4.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
126,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-4.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
127,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-3.5,3,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
128,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-3.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
129,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-2.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
130,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-2.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
131,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-1.5,3,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
132,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-1.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
133,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_-0.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
134,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_0.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
135,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_0.5,3,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
136,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_1.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
137,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_1.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
138,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_2.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
139,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_2.5,3,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
140,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_3.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
141,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_3.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
142,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_4.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
143,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_4.5,3,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
144,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_5.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
145,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_5.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
146,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_6.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
147,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_6.5,3,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
148,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_7.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
149,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_7.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
150,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_8.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
151,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_8.5,3,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
152,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_9.0,0,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
153,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_9.5,1,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
154,RATE_NEAR_2_3_KNOWN_BLOCKAGE_5_PERCENT_10.0,2,RATE_NEAR_2_3,KNOWN_BLOCKAGE_5_PERCENT,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
155,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-5.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
156,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-4.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
157,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-4.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
158,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-3.5,2,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
159,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-3.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
160,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-2.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
161,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-2.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
162,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-1.5,2,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
163,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-1.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
164,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_-0.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
165,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_0.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
166,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_0.5,2,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
167,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_1.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
168,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_1.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
169,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_2.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
170,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_2.5,2,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
171,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_3.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
172,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_3.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
173,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_4.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
174,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_4.5,2,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
175,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_5.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
176,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_5.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
177,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_6.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
178,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_6.5,2,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
179,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_7.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
180,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_7.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
181,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_8.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
182,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_8.5,2,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
183,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_9.0,3,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
184,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_9.5,0,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
185,RATE_NEAR_2_3_UNKNOWN_BURST_5_PERCENT_ISR_10DB_10.0,1,RATE_NEAR_2_3,UNKNOWN_BURST_5_PERCENT_ISR_10DB,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
186,RATE_NEAR_1_2_AWGN_-5.0,2,RATE_NEAR_1_2,AWGN,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
187,RATE_NEAR_1_2_AWGN_-4.5,3,RATE_NEAR_1_2,AWGN,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
188,RATE_NEAR_1_2_AWGN_-4.0,0,RATE_NEAR_1_2,AWGN,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
189,RATE_NEAR_1_2_AWGN_-3.5,1,RATE_NEAR_1_2,AWGN,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
190,RATE_NEAR_1_2_AWGN_-3.0,2,RATE_NEAR_1_2,AWGN,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
191,RATE_NEAR_1_2_AWGN_-2.5,3,RATE_NEAR_1_2,AWGN,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
192,RATE_NEAR_1_2_AWGN_-2.0,0,RATE_NEAR_1_2,AWGN,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
193,RATE_NEAR_1_2_AWGN_-1.5,1,RATE_NEAR_1_2,AWGN,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
194,RATE_NEAR_1_2_AWGN_-1.0,2,RATE_NEAR_1_2,AWGN,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
195,RATE_NEAR_1_2_AWGN_-0.5,3,RATE_NEAR_1_2,AWGN,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
196,RATE_NEAR_1_2_AWGN_0.0,0,RATE_NEAR_1_2,AWGN,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
197,RATE_NEAR_1_2_AWGN_0.5,1,RATE_NEAR_1_2,AWGN,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
198,RATE_NEAR_1_2_AWGN_1.0,2,RATE_NEAR_1_2,AWGN,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
199,RATE_NEAR_1_2_AWGN_1.5,3,RATE_NEAR_1_2,AWGN,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
200,RATE_NEAR_1_2_AWGN_2.0,0,RATE_NEAR_1_2,AWGN,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
201,RATE_NEAR_1_2_AWGN_2.5,1,RATE_NEAR_1_2,AWGN,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
202,RATE_NEAR_1_2_AWGN_3.0,2,RATE_NEAR_1_2,AWGN,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
203,RATE_NEAR_1_2_AWGN_3.5,3,RATE_NEAR_1_2,AWGN,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
204,RATE_NEAR_1_2_AWGN_4.0,0,RATE_NEAR_1_2,AWGN,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
205,RATE_NEAR_1_2_AWGN_4.5,1,RATE_NEAR_1_2,AWGN,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
206,RATE_NEAR_1_2_AWGN_5.0,2,RATE_NEAR_1_2,AWGN,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
207,RATE_NEAR_1_2_AWGN_5.5,3,RATE_NEAR_1_2,AWGN,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
